OBJECTID,Event_Date,Latitude,Longitude,Event_Time_approximate,Landslide_Category,Landslide_Trigger,Country_Name,Country_Code,Administrative_Division,ev_id,Source,Window_1_Start_Days,Window_1_End_Days,MODIS_Date_1,Days_Before_1,NDVI_1,EVI_1,FVC_1,QA_1,LAI_Date_1,LAI_1,FPAR_1,S2_Date_1,S2_NDVI_1,S2_EVI_1,S2_SAVI_1,S2_NDMI_1,S2_NBR_1,S2_NDWI_Gao_1,S2_NDWI_McFeeters_1,S2_PSRI_1,S2_GNDVI_1,S2_RVI_1,Window_2_Start_Days,Window_2_End_Days,MODIS_Date_2,Days_Before_2,NDVI_2,EVI_2,FVC_2,QA_2,LAI_Date_2,LAI_2,FPAR_2,S2_Date_2,S2_NDVI_2,S2_EVI_2,S2_SAVI_2,S2_NDMI_2,S2_NBR_2,S2_NDWI_Gao_2,S2_NDWI_McFeeters_2,S2_PSRI_2,S2_GNDVI_2,S2_RVI_2,Window_3_Start_Days,Window_3_End_Days,MODIS_Date_3,Days_Before_3,NDVI_3,EVI_3,FVC_3,QA_3,LAI_Date_3,LAI_3,FPAR_3,S2_Date_3,S2_NDVI_3,S2_EVI_3,S2_SAVI_3,S2_NDMI_3,S2_NBR_3,S2_NDWI_Gao_3,S2_NDWI_McFeeters_3,S2_PSRI_3,S2_GNDVI_3,S2_RVI_3,Window_4_Start_Days,Window_4_End_Days,MODIS_Date_4,Days_Before_4,NDVI_4,EVI_4,FVC_4,QA_4,LAI_Date_4,LAI_4,FPAR_4,S2_Date_4,S2_NDVI_4,S2_EVI_4,S2_SAVI_4,S2_NDMI_4,S2_NBR_4,S2_NDWI_Gao_4,S2_NDWI_McFeeters_4,S2_PSRI_4,S2_GNDVI_4,S2_RVI_4,Window_5_Start_Days,Window_5_End_Days,MODIS_Date_5,Days_Before_5,NDVI_5,EVI_5,FVC_5,QA_5,LAI_Date_5,LAI_5,FPAR_5,S2_Date_5,S2_NDVI_5,S2_EVI_5,S2_SAVI_5,S2_NDMI_5,S2_NBR_5,S2_NDWI_Gao_5,S2_NDWI_McFeeters_5,S2_PSRI_5,S2_GNDVI_5,S2_RVI_5,NDVI_change_1_to_2,NDVI_change_2_to_3,NDVI_change_3_to_4,NDVI_change_4_to_5,EVI_change_1_to_2,EVI_change_2_to_3,EVI_change_3_to_4,EVI_change_4_to_5,LAI_change_1_to_2,LAI_change_2_to_3,LAI_change_3_to_4,LAI_change_4_to_5,S2_NDVI_change_1_to_2,S2_NDVI_change_2_to_3,S2_NDVI_change_3_to_4,S2_NDVI_change_4_to_5,MODIS_IGBP,MODIS_IGBP_Class,MODIS_LC_Year,Copernicus_LC,Copernicus_LC_Class,Tree_Cover_Fraction,Forest_Type,Hansen_Tree_Cover_2000_Percent,Hansen_Forest_Class,Hansen_Forest_Loss_Year,Hansen_Forest_Gain,Month,Season,Climate_Zone,Continent,MODIS_IGBP_Class_F,Land_Cover_Major,Land_Cover_Simplified,NDVI_change_rate_1_to_2,EVI_change_rate_1_to_2,LAI_change_rate_1_to_2,NDVI_change_pattern
10312,2024/4/29,-29.63143332,-52.99872967, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.8811,0.6413,0.773285714,0,2024/4/22,5,0.89,2024/4/21,0.903639515,2,1.355224398,0.326890558,0.656711916,0.326890558,-0.843571668,-0.03423161,0.843571668,19.75539568,32,16,2024/4/6,23,0.8941,0.5852,0.693142857,0,2024/4/6,0.3,0.15,2024/4/6,0.903466148,2,1.354979757,0.370016307,0.672168469,0.370016307,-0.829389788,-0.04254595,0.829389788,19.71812081,48,32,2024/3/21,39,0.878,0.5873,0.696142857,0,2024/3/21,6.6,0.96,2024/3/27,0.882425743,2,1.323433875,0.352300525,0.660480349,0.352300525,-0.814494483,-0.039776463,0.814494483,16.01052632,64,48,2024/3/5,55,0.8997,0.5757,0.679571429,0,2024/3/5,1.6,0.56,2024/3/7,0.900968188,2,1.351265385,0.363221586,0.677324872,0.363221586,-0.826202498,-0.043073341,0.826202498,19.19553073,80,64,2024/2/18,71,0.8101,0.5296,0.613714286,0,2024/2/18,3.1,0.8,2024/2/21,0.894413121,2,1.34144779,0.347429812,0.664115263,0.347429812,-0.811764706,-0.048160173,0.811764706,17.94174757,0.014754284,-0.018006934,0.024715262,-0.099588752,-0.087478559,0.003588517,-0.019751405,-0.080076429,-0.94,21,-0.757575758,0.9375,-0.000191853,-0.023288538,0.021013038,-0.007275581,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",87.91489362,Evergreen broad leaf,96.71388551,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,1.674530067,-13.64081696,-18.8,Slight Increase
10313,2023/7/26,17.95204952,120.9990971,,Landslide,Rain,Philippines,PH,,29442,NASA Events,16,0,2023/7/12,14,NA,NA,NA,3,2023/7/20,0.1,0.05,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8928,0.5538,0.648285714,0,2023/7/4,6.6,0.97,2023/7/9,0.894104394,2,1.340904824,0.368421048,0.696602758,0.368421048,-0.771067416,-0.073354481,0.771067416,17.88652482,48,32,2023/6/10,46,0.8082,0.4181,0.454428571,1,2023/6/18,6.6,0.9,2023/6/19,0.034370947,-0.188847319,0.051554331,0.064575337,0.118023307,0.064575337,-0.019495046,-0.028213166,0.019495046,1.071188717,64,48,2023/5/25,62,NA,NA,NA,3,2023/6/2,6.7,0.98,2023/5/27,0.090672451,-0.801073208,0.136001301,0.001194743,0.020602862,0.001194743,-0.086430424,-0.007159905,0.086430424,1.199427481,80,64,2023/5/9,78,NA,NA,NA,3,2023/5/17,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.094758065,NA,NA,NA,-0.245034308,NA,NA,65,0,0.015151515,0.044776119,NA,-0.96155824,1.638055089,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",94.36363636,Evergreen broad leaf,90.69890608,Dense forest,NA,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,65000,NA
10314,2023/7/26,17.87423914,121.0438531,,Landslide,Rain,Philippines,PH,,30049,NASA Events,16,0,2023/7/12,14,0.9232,0.5321,0.617285714,1,2023/7/20,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8936,0.5476,0.639428571,0,2023/7/4,6.6,0.9,2023/6/26,0.186936236,-1,0.280382552,0.067114092,0.06636859,0.067114092,-0.171990172,-0.02148847,0.171990172,1.459831676,48,32,2023/6/10,46,0.9031,0.5924,0.703428571,0,2023/6/18,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.9074,0.5661,0.665857143,0,2023/6/2,6.6,0.9,2023/5/27,0.869797225,2,1.304556611,0.358560801,0.655328798,0.358560801,-0.734653465,-0.083333333,0.734653465,14.36065574,80,64,2023/5/9,78,0.9303,0.475,0.535714286,1,2023/5/17,6.9,0.99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.032062392,0.010631155,0.004761377,0.025236941,0.029129863,0.081811541,-0.044395679,-0.160925632,-0.057142857,0,0,0.045454545,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",98.04788732,Evergreen broad leaf,60.57684604,Dense forest,2002,TRUE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-3.472962704,5.474509079,-0.816326531,Slight Decrease
10315,2023/8/16,22.01450706,92.38894651,,Landslide,Rain,Bangladesh,BD,,32062,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,3.3,0.7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,2.5,0.67,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,NA,NA,NA,3,2023/7/12,2.3,0.63,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,NA,NA,NA,3,2023/6/26,1.5,0.46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,0.8119,0.6164,0.737714286,1,2023/6/10,4.5,0.86,2023/5/28,0.820125494,2,1.230045312,0.2877343,0.573954984,0.2877343,-0.702978908,-0.075587334,0.702978908,10.11886305,NA,NA,NA,NA,NA,NA,NA,NA,-0.242424242,-0.08,-0.347826087,2,NA,NA,NA,NA,4,Deciduous Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",73.76177658,Evergreen broad leaf,73.33160083,Dense forest,2021,FALSE,8,Summer,Tropical,Asia,Deciduous Broadleaf Forests,Forests,Forests,NA,NA,-7.346189164,NA
10316,2023/8/16,22.24926924,92.47984459,,Landslide,Rain,Bangladesh,BD,,31106,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,2.8,0.71,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,0.3,0.15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8903,0.8812,1,1,2023/7/12,3.3,0.76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,NA,NA,NA,3,2023/6/26,3.3,0.76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,0.4,0.15,2023/5/28,-0.026006711,0.074131643,-0.039009044,0.204513028,0.312420517,0.204513028,0.045230263,-0.041343669,-0.045230263,0.949304988,NA,NA,NA,NA,NA,NA,NA,NA,-0.892857143,10,0,-0.878787879,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,111,"Closed forest, evergreen needle leaf",74.93154362,Evergreen broad leaf,83.46413283,Dense forest,2018,TRUE,8,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,-31.8877551,NA
10317,2023/8/16,21.86613576,92.26362813,,Landslide,Rain,Bangladesh,BD,,32752,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,1.4,0.52,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,0.4,0.18,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8458,0.7196,0.885142857,1,2023/7/12,6.1,0.88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,NA,NA,NA,3,2023/6/26,1.3,0.49,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,1,0.42,2023/5/28,0.657933762,2,0.986778698,0.072765075,0.328843106,0.072765075,-0.570592367,-0.067084079,0.570592367,4.846820809,NA,NA,NA,NA,NA,NA,NA,NA,-0.714285714,14.25,-0.786885246,-0.230769231,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",52.31367292,Evergreen needle leaf,79.38884555,Dense forest,2015,FALSE,8,Summer,Tropical,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,-51.02040816,NA
10318,2023/7/26,17.81303612,121.0123708,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.8579,0.666,0.808571429,1,2023/7/20,5.6,0.88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8358,0.5761,0.680142857,0,2023/7/4,6.5,0.9,2023/6/26,0.825331504,2,1.237855755,0.270124078,0.566718995,0.270124078,-0.712569713,-0.072144289,0.712569713,10.45026178,48,32,2023/6/10,46,0.8726,0.4913,0.559,0,2023/6/18,6,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.83,0.5953,0.707571429,1,2023/6/2,5.7,0.88,2023/5/27,0.839903265,2,1.259702575,0.313762724,0.606758184,0.313762724,-0.744154058,-0.059674027,0.744154058,11.49244713,80,64,2023/5/9,78,0.8865,0.4635,0.519285714,1,2023/5/17,6.5,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025760578,0.044029672,-0.04881962,0.068072289,-0.134984985,-0.147196667,0.211683289,-0.221400974,0.160714286,-0.076923077,-0.05,0.140350877,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",74.01422475,Evergreen broad leaf,80.61222311,Dense forest,2009,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-3.002748357,-20.26801576,2.869897959,Slight Decrease
10319,2024/4/29,-29.3024571,-51.10034284, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.877,0.5437,0.633857143,0,2024/4/22,0.6,0.27,2024/4/21,0.91910392,2,1.378441437,0.348786354,0.669734705,0.348786354,-0.838450075,-0.045719844,0.838450075,23.72307692,32,16,2024/4/6,23,0.9095,0.4668,0.524,0,2024/4/6,5.2,0.88,2024/4/8,0.898024219,2,1.34682173,0.298735291,0.625989626,0.298735291,-0.801028122,-0.056749496,0.801028122,18.6125,48,32,2024/3/21,39,0.8978,0.5738,0.676857143,0,2024/3/21,6.3,0.9,2024/3/27,0.907321594,2,1.360772201,0.344805062,0.665497707,0.344805062,-0.84023845,-0.038224814,0.84023845,20.58,64,48,2024/3/5,55,0.9054,0.4406,0.486571429,0,2024/3/5,6.9,0.91,2024/3/7,0.908367801,2,1.362334977,0.332000881,0.658738938,0.332000881,-0.815375303,-0.053684562,0.815375303,20.82638889,80,64,2024/2/18,71,0.9023,0.6543,0.791857143,0,2024/2/18,6.2,0.94,2024/2/21,0.917605216,2,1.376203882,0.37542516,0.695492662,0.37542516,-0.825105783,-0.052859351,0.825105783,23.27338129,0.037058153,-0.012864211,0.008465137,-0.003423901,-0.141438293,0.229220223,-0.232136633,0.485020427,7.666666667,0.211538462,0.095238095,-0.101449275,-0.022935057,0.010353145,0.001153072,0.010169245,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",90.49702735,Evergreen broad leaf,98.29969456,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,4.225559041,-26.01403222,1277.777778,Slight Increase
10320,2024/4/29,-28.78028945,-51.85435219, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.6696,0.3997,0.428142857,0,2024/4/22,1,0.54,2024/4/21,0.926917138,2,1.390196835,0.403035402,0.688007214,0.403035402,-0.82189781,-0.05982906,0.82189781,26.36619718,32,16,2024/4/6,23,0.8502,0.5423,0.631857143,0,2024/4/6,1.7,0.61,2024/4/6,0.914052853,2,1.370909989,0.417596489,0.696956427,0.417596489,-0.814563334,-0.057290323,0.814563334,22.27011494,48,32,2024/3/21,39,0.8579,0.5972,0.710285714,0,2024/3/21,4,0.88,2024/3/27,0.915465898,2,1.373033978,0.426578432,0.700277126,0.426578432,-0.804116716,-0.06444333,0.804116716,22.65909091,64,48,2024/3/5,55,0.887,0.6728,0.818285714,0,2024/3/5,5.3,0.9,2024/3/7,0.915356711,2,1.372869061,0.40950346,0.700300558,0.40950346,-0.804922516,-0.063888889,0.804922516,22.62857143,80,64,2024/2/18,71,0.8914,0.6141,0.734428571,0,2024/2/18,5.6,0.92,2024/2/21,0.851611407,2,1.277269039,0.409211218,0.686945501,0.409211218,-0.75555067,-0.059103431,0.75555067,12.478125,0.269713262,0.009056693,0.033920037,0.004960541,0.356767576,0.101235479,0.126590757,-0.087247325,0.7,1.352941176,0.325,0.056603774,-0.013878572,0.001545912,-0.00011927,-0.06963985,9,Savannas,2022,112,"Closed forest, evergreen broad leaf",89.36450839,Evergreen broad leaf,97.2200516,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Savannas,Savannas,Grasslands/Shrublands,40.27975831,89.25883805,70,Extreme Increase
10321,2023/8/4,22.35032359,102.7039782,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,NA,NA,NA,3,2023/7/28,0.5,0.22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.854,0.6828,0.832571429,0,2023/7/12,5.6,0.88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,NA,NA,NA,3,2023/6/26,0.9,0.38,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,NA,NA,NA,3,2023/6/10,0.9,0.38,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,0.8481,0.6818,0.831142857,0,2023/5/25,5.3,0.86,2023/5/31,0.840140316,2,1.260052612,0.238866404,0.540914813,0.238866404,-0.739872068,-0.062636166,0.739872068,11.51097179,NA,NA,NA,NA,NA,NA,NA,NA,10.2,-0.839285714,0,4.888888889,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",99.03703704,Evergreen broad leaf,63.05351821,Dense forest,NA,FALSE,8,Summer,Temperate,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,2040,NA
10322,2023/8/4,21.8697496,103.9133165,,Landslide,Downpour,Vietnam,VN,,0,NASA Events,16,0,2023/7/28,7,0.9198,0.6467,0.781,1,2023/7/28,6.2,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.896,0.6437,0.776714286,1,2023/7/12,4.5,0.84,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,0.801,0.6598,0.799714286,1,2023/6/26,6.1,0.92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,0.8555,0.6112,0.730285714,1,2023/6/10,6.2,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,0.9276,0.458,0.511428571,1,2023/5/25,6.5,0.9,2023/5/31,0.8,2,1.199884626,0.302895337,0.615185505,0.302895337,-0.683453237,-0.076923077,0.683453237,9,-0.02587519,-0.106026786,0.06803995,0.0842782,-0.004638936,0.025011651,-0.073658684,-0.25065445,-0.274193548,0.355555556,0.016393443,0.048387097,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",100,Evergreen broad leaf,62.21463859,Dense forest,NA,FALSE,8,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,-2.813132231,-0.717324283,-4.422476587,Slight Decrease
10323,2024/4/29,-29.07708325,-51.67070108, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.7817,0.413,0.447142857,0,2024/4/22,1.6,0.56,2024/4/21,0.932472691,2,1.398477577,0.414929718,0.708516242,0.414929718,-0.851569933,-0.045220966,0.851569933,28.61764706,32,16,2024/4/6,23,0.8451,0.5835,0.690714286,0,2024/4/6,6.2,0.9,2024/4/6,0.922954473,2,1.384211364,0.413526803,0.70525127,0.413526803,-0.843711844,-0.044701987,0.843711844,24.95867769,48,32,2024/3/21,39,0.808,0.4258,0.465428571,0,2024/3/21,6,0.9,2024/3/27,0.919242902,2,1.378646901,0.395412832,0.705634987,0.395412832,-0.835847918,-0.047337278,0.835847918,23.765625,64,48,2024/3/5,55,0.8829,0.43,0.471428571,0,2024/3/5,6,0.92,2024/3/7,0.921556886,2,1.382128424,0.387075871,0.688947368,0.387075871,-0.829011114,-0.052664381,0.829011114,24.49618321,80,64,2024/2/18,71,0.88,0.5923,0.703285714,0,2024/2/18,6.7,0.91,2024/2/21,0.909985935,2,1.36478695,0.395683467,0.699624531,0.395683467,-0.813568376,-0.055670103,0.813568376,21.21875,0.081105283,-0.04390013,0.09269802,-0.00328463,0.41283293,-0.270265638,0.009863786,0.37744186,2.875,-0.032258065,0,0.116666667,-0.010207503,-0.004021402,0.002517272,-0.012555873,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",68.81339713,Evergreen broad leaf,99.10194829,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,10.37549998,99.95954716,179.6875,Strong Increase
10324,2024/4/29,-28.9428309,-51.24902612, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.8178,0.4897,0.556714286,0,2024/4/22,5.5,0.87,2024/4/21,0.826558266,2,1.239627434,0.212775528,0.489502762,0.212775528,-0.797333333,-0.017804154,0.797333333,10.53125,32,16,2024/4/6,23,0.8261,0.5057,0.579571429,0,2024/4/6,5.9,0.91,2024/4/8,0.85409366,2,1.280936455,0.228625715,0.521568627,0.228625715,-0.781996326,-0.043642612,0.781996326,12.70742358,48,32,2024/3/21,39,0.8088,0.4736,0.533714286,0,2024/3/21,5.7,0.89,2024/3/27,0.898357608,2,1.347327653,0.320258617,0.601150026,0.320258617,-0.819423819,-0.045706823,0.819423819,18.67682927,64,48,2024/3/5,55,0.8536,0.4578,0.511142857,0,2024/3/5,6.2,0.9,2024/3/7,0.878316032,2,1.317284129,0.329930574,0.605224248,0.329930574,-0.787596048,-0.054037458,0.787596048,15.43601896,80,64,2024/2/18,71,0.7754,0.4956,0.565142857,0,2024/2/18,6.7,0.91,2024/2/23,0.873316708,2,1.309811744,0.323933721,0.588160677,0.323933721,-0.800143781,-0.043397231,0.800143781,14.78740157,0.010149181,-0.020941775,0.055390702,-0.091611996,0.032673065,-0.063476369,-0.033361486,0.082568807,0.072727273,-0.033898305,0.087719298,0.080645161,0.033313314,0.051825636,-0.022309129,-0.005691942,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",82.86857826,Evergreen broad leaf,72.61355266,Dense forest,2002,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,1.241034572,6.672057411,1.32231405,Slight Increase
10325,2023/7/26,18.41132241,120.9431485,,Landslide,Rain,Philippines,PH,,28425,NASA Events,16,0,2023/7/12,14,0.8911,0.6272,0.753142857,1,2023/7/20,5.7,0.87,2023/7/21,0.858723404,2,1.287811104,0.377483457,0.671641791,0.377483457,-0.726482213,-0.082417582,0.726482213,13.15662651,32,16,2023/6/26,30,0.8788,0.602,0.717142857,0,2023/7/4,6.4,0.95,2023/7/9,0.79024839,2,1.185236288,0.349748582,0.611594203,0.349748582,-0.689969605,-0.066289825,0.689969605,8.535087719,48,32,2023/6/10,46,0.8682,0.7009,0.858428571,0,2023/6/18,6.2,0.93,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8214,0.5721,0.674428571,0,2023/6/2,6.6,0.9,2023/6/6,0.006469501,-0.027813649,0.009703971,0.148204282,0.272474987,0.148204282,0.014925373,-0.043158861,-0.014925373,1.013023256,80,64,2023/5/9,78,0.8493,0.6957,0.851,0,2023/5/17,5.7,0.87,2023/5/7,0.832296805,2,1.248311354,0.301843673,0.597307908,0.301843673,-0.720499396,-0.070926966,0.720499396,10.9258312,-0.013803165,-0.012061903,-0.05390463,0.033966399,-0.040178571,0.164285714,-0.183763732,0.216046146,0.122807018,-0.03125,0.064516129,-0.136363636,-0.079740477,NA,NA,127.6493061,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",48.022567,Evergreen broad leaf,47.36664452,Moderate forest,2013,TRUE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-1.549002876,-6.40602223,2.15450908,Slight Decrease
10326,2023/7/26,17.38096975,120.7740013,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.8481,0.6954,0.850571429,1,2023/7/20,5.9,0.88,2023/7/21,0.85770235,2,1.28644856,0.327580184,0.624892949,0.327580184,-0.71808029,-0.087491216,0.71808029,13.05504587,32,16,2023/6/26,30,0.8471,0.6924,0.846285714,1,2023/7/4,4.1,0.81,2023/7/9,0.894478528,2,1.341553184,0.32828629,0.630756232,0.32828629,-0.773082223,-0.072279793,0.773082223,17.95348837,48,32,2023/6/10,46,0.7734,0.5867,0.695285714,1,2023/6/18,4.8,0.83,2023/6/21,0.881736527,2,1.322481055,0.303603828,0.616720257,0.303603828,-0.748869565,-0.080747812,0.748869565,15.91139241,64,48,2023/5/25,62,0.752,0.5709,0.672714286,1,2023/6/2,3.9,0.79,2023/5/27,0.748620478,2,1.122844662,0.299612671,0.563596491,0.299612671,-0.61861521,-0.091865358,0.61861521,6.956097561,80,64,2023/5/9,78,0.7077,0.5028,0.575428571,1,2023/5/17,4.8,0.84,2023/5/10,0.795314427,2,1.192787795,0.18038103,0.507246377,0.18038103,-0.685185185,-0.072802198,0.685185185,8.771084337,-0.001179106,-0.087002715,-0.027670028,-0.058909574,-0.004314064,-0.152657423,-0.026930288,-0.119285339,-0.305084746,0.170731707,-0.1875,0.230769231,0.042877553,-0.014245172,-0.150970323,0.062373325,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",53.06355932,Evergreen broad leaf,78.55574866,Dense forest,NA,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-0.139029152,-0.620371563,-5.170927894,Slight Decrease
10327,2023/7/28,24.86894344,118.3677102,,Landslide,Rain,China,CN,,28097,NASA Events,16,0,2023/7/12,16,0.8446,0.5549,0.649857143,0,2023/7/20,1.5,0.5,2023/7/12,0.849319615,2,1.273768044,0.336211026,0.659321024,0.336211026,-0.717632552,-0.082914573,0.717632552,12.27312775,32,16,2023/6/26,32,0.8165,0.6087,0.726714286,0,2023/7/4,3.4,0.69,2023/7/7,0.793655682,2,1.190300231,0.326651484,0.64010138,0.326651484,-0.674525589,-0.079326923,0.674525589,8.692537313,48,32,2023/6/10,48,0.8481,0.5848,0.692571429,1,2023/6/18,0.9,0.31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,64,0.7837,0.5599,0.657,0,2023/6/2,4.5,0.81,2023/6/2,0.110178384,-0.790960452,0.165256738,0.057471264,0.209661283,0.057471264,-0.100364015,-0.016068053,0.100364015,1.247641509,80,64,2023/5/9,80,0.7924,0.6041,0.720142857,1,2023/5/17,0.1,0.05,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.033270187,0.038701776,-0.075934442,0.011101187,0.096954406,-0.039264005,-0.042578659,0.078942668,1.266666667,-0.735294118,4,-0.977777778,-0.065539441,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",76.30338542,Evergreen broad leaf,14.75702479,Sparse forest,NA,FALSE,7,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,-3.939164939,17.47241056,84.44444444,Slight Decrease
